"","V161086","V161087","V161092","V161093","V161095","V161096","V161158x","V161267","V161270","V161310b","V161310c","V161310d","V161310e","V161310f","V161342","V161361x","V162031x","V162034a","V162078","V162079","V162171","V162239","V162240","V162241","V162242","V162333","V162334","V162335","V162336","V162337","V162338","V162339","V162340","V162341","V162342"
"2401",100,0,100,100,85,15,1,50,13,0,0,0,0,0,1,28,1,1,86,5,2,1,1,2,1,7,5,7,3,5,1,6,1,7,1
"2402",-99,85,85,60,100,0,1,61,8,1,0,0,0,0,1,-9,1,1,-9,70,99,2,1,2,2,1,4,2,1,5,1,3,1,1,-9
"2403",60,62,70,84,61,42,6,62,11,0,0,0,0,0,1,17,1,2,50,70,5,2,2,1,1,5,2,6,2,6,2,5,2,6,4
"2404",53,3,73,52,54,52,3,30,9,0,0,0,0,0,1,12,-1,-1,54,29,99,1,1,2,1,4,4,7,3,5,4,5,1,5,2
"2405",0,70,40,15,40,40,4,27,9,0,0,0,0,0,2,2,-1,-1,15,15,99,2,2,2,1,6,2,7,5,5,7,7,5,6,4
"2406",80,0,79,84,83,0,2,48,14,0,0,0,0,0,1,28,1,1,70,0,2,2,1,1,1,6,6,6,5,6,2,5,1,3,2
"2407",86,1,99,70,71,16,1,66,8,1,0,0,0,0,2,1,1,1,100,0,3,1,2,1,2,7,7,7,7,7,7,6,7,4,4
"2408",92,9,85,15,53,5,1,31,4,0,0,0,0,0,2,1,1,1,85,3,4,1,2,2,1,5,5,4,5,4,3,5,4,4,6
"2409",30,5,20,40,10,35,6,33,10,0,0,0,0,0,2,27,1,-1,30,5,5,1,2,2,2,5,3,7,5,5,4,5,3,5,4
"2410",30,70,60,85,60,70,6,67,12,0,0,0,0,0,2,8,-1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
"2411",40,60,30,30,30,60,6,48,12,0,0,0,0,0,2,18,1,3,16,61,6,2,2,1,1,2,5,4,3,3,5,3,2,3,3
"2412",60,40,85,85,50,50,5,62,14,0,0,0,0,0,2,22,1,4,15,30,5,2,2,2,1,6,1,7,1,6,5,7,5,7,3
"2413",40,0,70,60,50,50,2,59,9,0,0,0,0,0,2,21,0,-1,32,32,2,2,2,1,1,4,4,4,4,4,4,4,4,4,4
"2414",39,60,47,50,41,60,5,19,10,0,0,0,0,0,1,15,1,2,24,65,99,2,1,1,1,5,5,5,4,6,7,7,2,5,1
"2415",70,0,85,70,85,40,1,21,10,0,0,0,0,0,2,18,1,1,100,30,2,2,1,1,1,2,1,6,2,3,6,6,1,6,5
"2416",15,60,15,0,30,85,7,64,9,0,0,0,0,0,2,17,1,2,15,70,6,2,2,1,2,4,2,6,4,5,5,6,2,4,5
"2417",15,80,60,50,50,70,6,51,9,0,0,0,0,0,2,25,1,-1,19,61,2,1,1,2,1,6,6,6,1,7,4,5,3,6,3
"2418",0,0,100,0,100,0,1,23,7,1,0,0,0,0,1,9,0,-1,50,4,2,1,1,1,1,4,4,4,4,4,4,4,4,4,4
"2419",60,0,90,85,65,40,2,44,12,1,0,0,0,0,2,18,1,1,61,3,3,2,2,1,2,4,5,6,5,6,5,7,2,7,2
"2420",70,3,99,58,31,30,4,72,10,0,0,0,0,0,2,7,1,1,65,10,3,1,1,2,1,2,2,6,3,7,6,6,1,6,3
"2421",1,50,81,75,-99,-99,4,35,15,0,0,0,0,0,1,26,-1,-1,2,15,3,1,1,1,1,1,6,7,1,5,7,6,5,4,1
"2422",85,0,85,85,75,25,1,72,13,0,0,0,0,0,1,24,1,1,80,0,3,2,1,1,1,2,2,6,2,4,6,6,2,6,4
"2423",15,0,25,13,0,60,7,47,13,0,0,0,0,0,2,17,1,3,31,2,6,2,2,2,1,6,2,6,2,3,4,6,2,6,4
"2424",0,100,0,0,0,62,7,66,7,0,0,0,0,0,2,6,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2425",15,70,0,0,15,60,6,69,10,0,0,0,0,0,1,12,1,2,7,71,5,2,2,2,2,4,2,7,2,6,6,6,2,6,2
"2426",60,0,75,98,61,40,1,52,12,0,0,0,0,0,1,24,1,1,62,15,3,1,1,2,1,7,7,7,7,6,1,2,1,1,1
"2427",0,100,27,0,1,100,2,33,13,0,0,0,0,0,2,15,1,2,11,100,6,2,2,1,1,5,4,7,4,7,1,4,4,5,6
"2428",42,1,31,40,18,17,4,-9,13,0,0,0,0,0,2,-9,1,-9,30,0,4,1,1,2,1,5,2,7,6,7,5,6,3,3,6
"2429",0,100,1,1,10,60,6,35,13,0,0,0,0,0,1,21,1,2,15,100,5,2,2,1,2,6,6,7,6,6,6,6,2,7,2
"2430",60,16,57,70,50,50,2,60,9,0,0,0,0,0,2,18,1,1,70,40,4,2,2,1,1,4,1,5,2,5,5,6,2,6,3
"2431",3,86,17,2,31,42,5,43,14,0,0,0,0,0,1,24,1,2,31,72,4,1,2,2,1,3,1,7,1,4,4,5,1,5,3
"2432",100,15,100,100,85,15,1,51,10,1,0,0,0,0,2,7,1,1,100,50,4,2,2,1,1,7,1,1,1,7,6,6,1,6,2
"2433",85,15,70,85,70,30,1,45,13,0,0,0,0,0,2,22,1,1,100,0,3,2,1,2,1,4,4,7,2,6,5,6,3,7,1
"2434",60,15,85,70,67,37,3,55,10,0,0,0,0,0,2,16,1,1,60,30,4,2,2,1,1,5,2,6,3,4,5,5,3,3,5
"2435",0,0,70,15,50,50,3,24,13,0,0,0,0,0,1,9,1,-1,15,30,3,2,1,1,1,3,1,6,2,6,6,7,3,7,3
"2436",15,0,100,60,50,0,2,21,10,0,0,0,1,0,2,8,1,1,70,0,99,2,2,1,2,5,5,7,4,7,7,7,2,7,4
"2437",1,55,1,1,1,30,5,47,13,0,0,0,0,0,1,25,1,2,0,60,6,2,2,1,2,5,3,6,2,6,6,6,2,7,4
"2438",71,1,100,86,70,0,1,68,13,1,0,0,0,0,2,9,1,1,84,0,1,2,2,2,1,5,1,7,4,6,3,7,1,3,3
"2439",80,50,60,40,50,50,3,39,10,0,0,0,0,0,1,14,0,-1,10,25,3,2,2,1,2,5,2,6,2,5,5,5,2,6,3
"2440",40,0,70,-99,50,50,3,51,4,0,0,1,0,0,2,11,1,-1,60,0,4,1,2,2,1,5,4,6,2,6,4,7,1,6,4
"2441",50,40,60,40,60,50,2,71,9,0,0,0,0,1,2,19,1,3,50,0,4,2,2,2,1,4,5,5,6,6,6,6,5,4,5
"2442",40,-99,60,60,60,60,5,46,9,0,0,0,0,0,1,13,-1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
"2443",75,10,90,90,75,10,3,58,13,0,0,0,0,0,1,18,1,1,80,10,4,2,2,1,1,6,5,7,6,5,2,5,1,4,4
"2444",40,15,70,40,60,30,1,37,9,0,0,0,0,0,1,21,1,1,69,1,3,2,2,2,1,3,1,6,5,5,6,6,3,6,3
"2445",75,0,85,90,60,20,2,67,14,0,0,0,0,0,1,23,1,1,88,11,2,1,1,2,1,5,2,6,5,6,5,7,2,4,3
"2446",30,1,69,60,51,1,5,50,14,0,0,0,0,0,1,28,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2447",0,0,50,70,0,0,4,50,13,0,0,0,0,0,1,24,1,1,15,0,5,2,1,2,1,5,5,6,4,7,2,7,2,1,1
"2448",0,70,0,0,0,60,6,-9,13,0,0,0,0,0,1,23,1,2,0,61,6,2,1,2,2,2,6,4,5,2,2,2,2,4,5
"2449",8,88,4,4,30,85,7,25,13,0,0,0,0,0,2,3,1,2,1,80,6,2,2,1,1,5,1,7,2,5,6,6,3,6,4
"2450",85,15,100,100,85,50,1,73,3,0,0,0,0,0,1,6,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2451",97,5,61,98,84,14,2,60,9,0,0,0,0,0,2,12,1,-1,-9,0,3,2,1,1,2,6,2,7,2,7,4,7,1,7,4
"2452",100,10,100,100,100,20,1,37,9,1,0,0,0,0,2,1,1,1,100,0,99,1,2,1,2,3,3,7,7,7,5,7,1,5,2
"2453",100,15,100,85,85,15,1,28,15,0,0,0,0,0,2,28,1,1,100,15,2,1,1,2,1,2,7,7,7,6,6,7,1,3,2
"2454",0,60,0,0,31,80,6,58,13,0,0,0,0,0,1,21,1,2,5,85,6,2,2,2,1,5,3,6,2,5,5,6,2,7,2
"2455",1,70,1,31,16,41,7,38,13,0,0,0,0,0,1,28,1,2,15,60,6,2,2,2,2,2,4,7,4,5,6,5,1,6,6
"2456",100,0,100,85,100,0,1,68,9,0,0,0,0,0,2,22,1,1,100,0,2,1,1,2,1,6,3,5,4,5,3,6,2,5,3
"2457",4,93,33,1,30,42,4,84,9,0,0,0,0,0,1,11,1,2,2,71,5,2,1,2,1,4,1,6,1,5,4,4,1,6,1
"2458",98,1,100,86,95,0,1,31,11,-9,-9,-9,-9,-9,-9,16,1,1,97,39,99,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2459",85,15,85,100,70,60,2,62,13,0,0,0,0,0,1,24,1,1,85,40,6,2,2,1,2,5,2,6,5,5,6,5,3,6,3
"2460",0,100,0,15,0,9,7,65,12,0,0,0,0,0,1,25,1,-1,0,100,6,1,1,2,1,6,6,6,3,3,1,5,1,6,5
"2461",15,60,15,30,15,50,5,69,10,0,0,0,0,0,1,3,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2462",0,100,0,60,40,70,5,40,7,0,0,0,0,0,2,17,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2463",100,0,100,100,60,30,4,38,8,-9,-9,-9,-9,-9,2,5,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2464",-99,-99,-99,-99,-99,-99,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,1,-1,50,50,99,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2465",40,33,61,52,51,39,4,26,13,1,0,0,0,0,1,6,0,-1,40,50,5,2,2,2,1,4,3,7,1,7,3,6,2,7,2
"2466",85,15,85,85,70,60,2,68,7,1,0,0,0,0,2,7,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2467",0,60,0,15,15,70,6,65,10,0,0,0,0,0,2,12,1,2,0,85,6,2,1,2,1,6,4,6,4,6,2,6,1,6,1
"2468",100,0,100,60,85,0,1,67,10,0,0,0,0,0,2,16,1,-1,100,0,2,2,2,1,1,7,4,7,5,3,5,7,1,5,4
"2469",40,15,50,50,50,50,5,54,10,0,0,0,0,1,2,12,1,3,49,14,3,2,2,2,2,6,3,7,3,5,4,6,2,6,4
"2470",2,61,30,15,23,60,7,36,14,0,0,0,0,0,1,24,1,2,15,85,6,2,2,1,1,4,4,4,4,4,4,4,4,4,4
"2471",85,15,70,100,70,30,1,63,14,0,0,0,0,0,2,28,1,1,100,15,2,1,2,2,1,6,2,5,2,6,2,3,2,4,4
"2472",1,-99,5,2,7,87,6,50,12,0,0,0,0,0,1,10,0,-1,0,60,4,2,2,1,1,4,4,6,5,5,4,6,5,5,4
"2473",31,51,4,19,2,53,6,44,10,0,0,0,0,0,2,6,0,-1,50,50,4,1,2,1,2,3,4,4,6,7,2,3,5,5,5
"2474",40,60,14,83,50,48,4,51,10,0,0,0,0,0,2,14,1,2,3,100,3,2,2,1,1,6,3,7,5,7,7,7,1,6,4
"2475",2,85,1,1,1,85,6,62,10,0,0,0,0,0,2,21,1,2,0,85,7,2,2,1,2,7,1,7,1,6,2,7,1,5,3
"2476",0,0,0,0,0,30,5,56,11,0,0,0,0,1,1,27,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2477",0,60,30,60,0,70,4,-9,10,0,0,0,0,0,1,-9,1,2,30,70,6,2,2,2,2,7,5,7,1,6,6,6,1,7,1
"2478",42,89,1,60,28,74,5,39,10,0,0,0,0,0,2,12,1,2,17,67,6,2,2,1,1,2,5,6,7,6,7,2,1,2,2
"2479",85,0,70,85,70,15,1,54,13,0,0,0,0,0,2,20,1,1,100,15,3,2,2,2,1,3,1,7,3,6,6,7,1,6,1
"2480",100,0,100,100,85,50,2,63,9,0,0,0,0,0,1,15,1,1,85,50,4,2,2,2,1,7,6,7,4,6,6,6,6,6,4
"2481",0,75,0,20,0,65,7,72,13,0,0,0,0,0,1,-9,1,2,0,85,6,2,1,1,1,6,2,6,2,5,3,6,5,6,2
"2482",93,7,72,85,75,18,3,30,13,0,0,0,0,0,2,20,1,1,71,39,4,2,1,2,1,4,4,4,4,4,4,5,2,4,5
"2483",15,85,50,30,30,50,7,64,13,0,0,0,0,0,1,9,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2484",60,50,0,0,50,50,4,39,6,0,0,0,0,0,1,7,1,2,51,86,99,2,2,1,2,1,3,7,6,7,1,6,1,7,4
"2485",15,85,30,50,40,70,2,44,10,0,0,0,0,0,2,6,1,2,15,85,5,2,2,1,2,5,1,7,1,4,4,7,1,7,1
"2486",0,85,0,15,17,71,7,73,11,0,0,0,0,0,2,25,1,2,0,85,6,2,1,1,2,6,5,6,2,5,3,6,1,7,6
"2487",100,0,100,100,80,70,4,54,10,0,0,0,0,0,1,15,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2488",85,0,100,85,85,50,3,75,9,1,0,0,0,0,2,-9,1,1,85,70,99,2,2,1,1,6,5,4,4,4,4,5,5,6,6
"2489",41,61,51,41,50,70,7,47,16,0,0,1,0,0,1,12,1,2,40,98,5,1,2,2,1,6,1,7,1,6,2,4,1,6,1
"2490",85,0,85,85,70,15,2,42,14,0,0,0,0,0,2,22,1,1,86,0,2,1,1,2,1,7,3,5,5,7,3,7,2,3,1
"2491",60,0,85,100,85,15,1,53,12,1,0,0,0,0,2,17,1,-1,100,0,99,2,2,1,1,4,4,7,4,6,4,7,4,6,4
"2492",15,50,15,15,15,60,4,67,11,0,0,0,0,0,1,27,1,2,0,60,7,2,2,1,1,6,5,6,5,6,5,7,5,6,5
"2493",40,15,70,60,40,15,2,69,14,1,0,0,0,0,2,10,-1,-1,30,15,2,1,1,2,1,5,1,7,1,7,6,6,1,7,1
"2494",16,85,0,3,0,41,7,59,9,0,0,0,0,0,2,14,1,2,2,100,7,2,2,1,1,6,2,6,4,4,2,5,4,4,4
"2495",50,0,60,50,50,50,4,33,9,0,0,0,0,0,2,13,0,-1,85,0,5,2,2,1,1,6,5,6,5,5,5,5,3,5,6
"2496",85,0,100,85,70,0,2,63,15,0,0,0,0,0,1,26,1,1,70,0,1,1,1,2,1,6,5,4,3,6,2,5,5,3,1
"2497",0,70,15,0,0,0,5,29,13,0,0,0,0,0,1,17,1,2,0,70,4,2,2,1,1,4,4,4,4,4,4,4,4,4,4
"2498",40,85,30,30,40,85,6,67,9,0,0,0,0,0,1,14,1,2,50,70,5,2,2,1,1,6,4,6,3,6,6,6,2,6,2
"2499",85,15,100,100,100,30,2,57,10,0,0,0,0,1,1,16,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2500",3,81,1,8,2,91,7,27,13,0,0,0,0,0,2,15,1,2,0,99,6,2,2,1,1,4,2,7,1,6,6,7,1,6,4
"2501",97,0,97,100,100,0,1,66,9,1,0,0,0,0,2,6,1,-1,86,31,2,1,2,1,1,5,1,6,1,4,4,6,2,7,4
"2502",99,7,95,84,98,4,1,55,14,0,0,0,0,0,1,17,1,1,90,15,3,2,2,2,1,6,2,7,5,6,2,6,6,6,3
"2503",51,50,50,50,51,50,4,-9,10,-9,-9,-9,-9,-9,2,23,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2504",70,15,85,50,75,45,1,23,9,0,0,0,0,0,1,1,1,1,85,50,4,1,1,1,2,4,5,4,4,4,5,4,6,4,4
"2505",99,1,100,99,99,60,1,57,8,1,0,0,0,0,1,5,1,1,99,1,99,2,2,1,2,6,5,4,5,5,4,4,-9,5,5
"2506",0,30,40,0,15,40,4,61,13,0,0,0,0,0,1,25,1,3,0,25,3,1,1,2,1,5,1,7,4,5,6,5,1,7,3
"2507",15,15,42,40,40,30,2,50,12,0,0,0,0,0,2,11,1,2,15,33,5,2,1,1,1,5,3,6,3,6,2,6,2,5,3
"2508",85,0,93,68,76,59,3,68,13,0,0,0,0,0,2,28,1,1,85,0,4,2,2,1,1,6,2,7,2,5,6,7,1,6,5
"2509",39,61,42,83,38,50,6,46,15,0,0,0,0,0,1,28,0,-1,0,50,4,1,1,2,1,3,5,6,5,5,4,6,2,4,4
"2510",60,15,83,0,0,0,3,39,11,-9,-9,-9,-9,-9,-9,8,1,9,70,50,99,1,2,1,1,6,1,7,1,6,6,6,1,7,1
"2511",0,100,0,15,0,40,5,66,10,0,0,0,0,0,1,27,1,2,30,84,6,2,1,2,1,5,1,7,4,6,6,6,3,6,2
"2512",97,0,92,96,90,0,1,65,14,0,0,0,0,0,1,27,1,1,100,0,2,1,1,2,1,3,4,6,6,3,5,5,5,4,3
"2513",85,0,100,100,100,50,1,71,10,1,0,0,0,0,2,23,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2514",17,-99,60,52,50,50,4,38,12,0,0,0,0,0,1,7,-1,-1,50,50,4,1,2,2,1,6,5,6,4,6,6,7,3,6,3
"2515",70,53,87,84,61,60,3,61,15,0,0,0,0,1,1,26,1,1,50,73,5,2,1,2,2,5,3,2,5,5,7,7,7,6,6
"2516",70,15,85,60,50,50,3,44,12,0,0,0,0,0,2,12,-1,-1,70,30,4,2,2,2,2,5,6,6,5,7,7,7,5,5,5
"2517",31,60,2,60,50,50,5,28,14,0,0,0,0,0,2,14,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2518",15,100,0,60,50,50,4,34,13,0,0,0,0,0,1,22,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2519",0,30,85,60,70,0,2,62,10,0,0,0,0,0,2,21,1,2,17,42,4,2,2,2,1,6,1,1,1,6,1,7,1,7,1
"2520",50,50,50,50,-99,-99,6,49,10,0,0,0,0,0,2,23,0,-1,-9,40,4,2,2,1,1,4,5,7,4,5,6,5,1,3,3
"2521",70,0,85,70,85,15,1,27,13,0,0,0,0,0,2,7,1,3,60,0,3,2,2,1,2,6,4,6,4,6,3,5,2,4,4
"2522",0,-99,0,0,15,15,4,65,11,0,0,0,0,0,1,1,1,2,2,100,6,2,2,1,2,6,4,7,5,7,1,4,1,6,1
"2523",60,0,100,100,70,0,1,35,14,0,0,0,0,0,2,19,1,1,60,0,1,1,1,2,1,2,3,6,6,5,7,7,3,3,3
"2524",0,62,30,39,15,72,5,51,10,0,0,0,0,0,2,14,1,2,7,72,5,2,2,2,2,3,3,6,5,5,6,6,1,5,3
"2525",60,0,85,60,60,15,1,56,14,0,0,0,0,0,1,13,1,1,85,4,2,1,1,2,1,5,6,7,4,6,2,6,2,7,3
"2526",70,0,100,60,85,15,1,39,14,0,0,0,0,0,1,21,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2527",70,50,81,71,62,74,6,44,9,0,0,0,0,0,2,3,-1,-1,100,50,2,1,1,1,1,6,4,3,3,2,4,4,4,5,4
"2528",70,30,85,70,85,40,3,69,9,1,0,0,0,0,1,15,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2529",85,0,100,85,85,31,1,53,12,1,0,0,0,0,2,11,1,1,95,3,99,2,2,1,2,4,1,7,2,6,4,7,5,5,4
"2530",30,0,30,50,15,60,5,37,10,0,0,0,0,0,2,23,0,-1,60,30,5,2,2,2,1,7,1,6,3,7,1,6,3,4,6
"2531",85,15,70,85,85,40,1,68,13,0,0,0,0,0,2,15,1,1,95,15,3,2,2,2,1,6,5,6,5,4,3,6,3,4,3
"2532",50,70,85,60,50,50,5,61,9,0,0,0,0,0,2,13,1,1,71,50,4,2,2,1,2,3,3,4,6,6,6,6,5,3,4
"2533",85,0,100,70,40,30,7,68,13,0,0,0,0,0,1,26,1,1,99,2,3,1,2,2,2,6,5,7,2,5,2,6,1,7,3
"2534",17,71,17,32,18,62,6,82,14,0,0,0,0,0,1,24,1,2,15,61,6,1,1,1,1,3,5,5,5,5,6,5,4,6,2
"2535",100,0,100,85,85,0,1,69,13,0,0,0,0,0,1,22,1,-1,85,0,2,1,1,2,1,6,2,6,5,5,4,6,2,6,2
"2536",85,0,85,50,70,15,1,60,13,0,0,0,0,0,2,28,1,1,99,1,2,2,2,2,1,4,4,6,3,4,3,6,2,5,5
"2537",84,0,100,97,98,0,1,30,10,1,0,0,0,0,2,8,1,1,85,1,99,2,2,1,2,6,6,7,7,7,7,7,3,7,3
"2538",60,30,60,60,60,40,2,67,10,0,0,0,0,0,1,1,1,1,50,43,4,2,2,1,2,5,4,6,3,5,4,5,4,4,4
"2539",35,75,75,85,60,80,2,33,10,0,0,0,0,0,1,21,1,2,32,79,4,2,1,2,1,5,4,6,4,7,5,5,5,6,3
"2540",30,60,30,15,60,60,4,43,12,0,0,0,0,0,2,20,1,-1,15,70,4,2,2,1,2,7,4,7,5,6,4,7,1,7,5
"2541",16,84,41,16,31,99,7,61,10,0,0,0,0,0,2,24,1,2,15,90,6,1,1,2,1,6,2,7,2,4,5,7,3,6,4
"2542",60,0,85,40,60,15,1,25,13,0,0,0,0,1,2,17,1,1,60,0,2,1,1,1,1,6,6,7,6,6,3,7,2,5,5
"2543",100,0,100,100,100,-99,1,56,11,0,0,0,0,1,1,9,-1,-1,100,0,3,2,2,1,1,7,5,7,1,6,3,7,1,7,1
"2544",70,15,100,15,100,0,3,53,10,0,0,0,0,0,1,16,1,1,50,50,4,2,2,1,1,6,6,7,5,6,3,7,6,3,1
"2545",0,85,0,0,0,60,7,69,10,0,0,0,0,0,1,11,1,2,0,85,6,2,2,1,1,6,4,7,4,3,6,4,1,7,4
"2546",2,86,17,18,54,85,6,47,9,0,0,0,0,0,1,20,1,2,41,85,5,2,1,2,1,5,4,5,3,4,5,5,4,5,5
"2547",70,0,70,61,70,40,2,36,13,0,0,0,0,0,2,13,1,3,61,0,2,2,2,2,1,6,5,6,4,4,5,7,3,3,4
"2548",85,0,100,100,99,0,4,38,13,0,0,0,0,0,1,23,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2549",0,85,0,0,15,85,6,81,11,0,0,0,0,0,2,11,1,2,16,85,4,1,1,1,1,5,4,7,4,4,6,7,1,6,2
"2550",0,100,30,60,15,60,7,53,11,0,0,0,0,0,1,19,1,-1,15,100,7,2,2,1,2,6,5,7,2,6,6,6,1,6,2
"2551",0,100,0,0,0,85,6,68,10,0,0,0,0,0,1,13,1,2,0,100,6,2,2,1,1,6,4,6,4,5,3,5,2,6,2
"2552",50,0,85,40,40,30,4,18,9,0,0,0,0,0,1,15,0,-1,93,3,4,2,2,1,2,5,6,4,5,3,6,5,3,4,4
"2553",71,1,85,87,86,17,1,76,9,0,0,0,0,0,1,10,1,1,50,2,4,2,2,1,1,5,2,5,3,5,4,5,2,5,2
"2554",80,2,100,70,80,0,1,68,13,0,0,0,0,0,2,1,1,1,60,0,2,2,1,2,1,6,1,7,1,7,4,7,1,7,1
"2555",40,0,60,75,60,15,4,45,10,0,0,0,0,0,1,26,-1,-1,30,0,4,2,2,1,2,6,3,6,2,5,5,6,3,6,3
"2556",70,30,70,70,70,40,2,31,14,0,0,1,0,0,1,22,1,-1,50,50,99,2,2,2,2,4,4,4,4,4,4,4,4,4,4
"2557",70,1,99,70,72,32,3,25,13,0,0,0,0,0,2,14,1,1,70,0,3,2,2,1,1,3,1,6,5,6,6,6,1,6,2
"2558",2,61,3,1,50,50,4,32,10,0,0,0,0,0,2,21,1,2,19,77,99,2,2,1,2,7,6,7,1,6,4,6,2,7,2
"2559",90,0,95,80,85,0,1,54,11,0,0,0,0,0,1,24,1,1,90,2,1,1,1,2,1,4,4,5,3,6,6,5,3,6,5
"2560",2,0,100,3,4,1,6,20,9,0,0,0,0,0,2,3,-1,-1,18,5,4,2,1,2,1,1,5,6,5,5,3,6,6,3,6
"2561",3,96,0,43,1,41,7,65,13,0,0,0,0,0,1,21,1,2,1,99,6,2,2,2,1,7,5,6,2,5,3,6,1,3,2
"2562",70,0,66,55,56,2,2,32,12,0,0,0,0,0,1,26,-1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
"2563",70,2,100,85,63,1,1,60,11,0,0,0,0,0,2,7,1,1,60,0,2,2,2,2,1,6,3,7,3,7,2,6,1,6,2
"2564",95,0,90,80,80,1,1,63,10,1,0,1,0,0,2,21,1,1,100,0,4,2,1,2,1,5,1,7,4,5,3,6,1,5,3
"2565",90,0,95,95,80,20,2,28,10,0,0,0,0,0,2,25,0,-1,90,0,2,2,2,1,2,2,3,5,6,6,2,4,5,4,4
"2566",90,0,70,85,60,15,3,42,14,0,0,0,0,0,1,27,1,1,90,0,3,1,1,2,1,7,6,6,5,7,2,5,1,5,2
"2567",2,40,61,1,59,67,4,60,9,0,0,0,0,0,2,23,-1,-1,17,70,99,2,2,1,2,4,4,7,2,6,3,5,1,6,2
"2568",70,30,85,60,70,40,2,33,9,0,0,0,0,0,1,15,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2569",85,15,85,100,85,30,1,57,13,0,0,0,0,0,2,5,0,-1,70,15,2,1,1,1,1,6,4,7,5,7,2,7,2,6,2
"2570",15,50,40,15,40,60,7,76,13,0,0,0,0,0,2,21,1,2,15,61,6,2,1,2,1,5,2,7,1,7,2,7,1,7,3
"2571",0,70,0,50,0,85,7,62,10,0,0,0,0,0,2,11,1,2,2,86,7,2,2,1,1,6,5,7,5,6,3,6,2,6,6
"2572",40,86,49,51,16,41,7,31,13,0,0,0,0,0,2,14,1,2,14,87,7,1,2,2,1,6,5,7,5,2,6,6,1,6,3
"2573",50,50,70,40,15,15,4,18,9,0,0,0,0,1,1,15,0,-1,60,50,99,2,2,1,2,4,5,7,5,5,3,4,1,3,4
"2574",70,15,70,70,70,60,3,34,14,1,0,0,0,0,2,21,1,1,60,15,2,2,2,2,1,6,5,7,4,5,2,7,2,6,3
"2575",0,85,0,0,15,50,6,46,13,0,0,0,0,0,1,21,-1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
"2576",40,30,50,60,60,60,6,39,13,0,0,0,0,0,1,25,0,-1,40,40,4,1,1,2,1,6,4,6,3,6,5,5,2,6,3
"2577",100,0,100,100,100,0,1,54,10,0,0,0,0,0,1,25,1,1,100,2,2,2,2,2,1,7,1,7,4,4,2,6,1,6,1
"2578",60,61,72,70,62,57,2,63,10,0,0,0,0,0,1,21,1,1,60,59,3,2,2,2,1,4,4,5,4,5,5,5,2,5,4
"2579",30,0,50,30,40,15,3,35,10,0,0,0,0,0,2,18,1,4,16,50,99,1,1,1,1,3,6,6,5,4,2,7,3,4,2
