"","V161086","V161087","V161092","V161093","V161095","V161096","V161158x","V161267","V161270","V161310b","V161310c","V161310d","V161310e","V161310f","V161342","V161361x","V162031x","V162034a","V162078","V162079","V162171","V162239","V162240","V162241","V162242","V162333","V162334","V162335","V162336","V162337","V162338","V162339","V162340","V162341","V162342"
"1",0,85,0,15,0,70,7,29,9,0,0,0,0,0,1,13,1,2,15,85,6,2,2,1,1,6,5,6,5,6,5,5,2,6,3
"2",0,85,30,50,15,85,6,26,13,0,0,0,0,0,1,17,1,2,50,60,5,1,2,2,1,6,5,5,5,6,6,5,5,4,1
"3",50,60,30,50,50,50,3,23,9,0,0,0,0,0,1,6,-1,-1,50,70,99,1,2,2,2,6,4,7,5,5,2,2,4,5,4
"4",0,60,15,50,30,70,5,58,9,0,0,0,0,0,1,20,1,-1,15,60,6,2,1,2,1,6,2,6,2,4,4,6,2,6,4
"5",15,0,40,70,70,40,3,38,9,0,0,0,0,0,2,3,1,4,30,15,4,2,2,1,2,5,3,7,3,5,7,6,3,6,2
"6",0,50,0,40,15,30,5,60,14,0,0,0,0,1,1,1,1,2,0,65,7,3,3,3,3,5,5,7,2,4,6,4,3,6,6
"7",85,0,100,85,85,15,1,58,5,1,0,0,0,0,1,22,1,1,85,50,99,2,2,1,1,5,5,7,6,7,1,7,1,6,4
"8",15,85,0,15,0,40,4,56,9,0,0,0,0,0,2,28,1,2,15,85,4,2,2,2,2,6,2,6,1,6,3,7,2,7,2
"9",15,60,0,0,15,60,5,45,9,0,1,0,0,0,1,12,-1,-1,0,70,5,2,2,2,1,7,3,6,3,5,1,6,2,6,3
"10",60,50,70,50,50,50,3,30,10,0,0,0,0,0,2,19,1,3,50,60,2,2,1,2,1,5,3,6,4,5,5,6,6,3,3
"11",0,50,0,30,0,60,5,40,7,0,0,0,0,0,2,11,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"12",85,0,100,50,85,30,3,86,10,0,0,0,0,0,2,14,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"13",40,30,60,60,40,70,5,30,13,1,0,0,0,0,1,24,1,3,40,40,5,1,2,1,1,6,3,5,3,6,6,6,2,6,3
"14",0,85,0,0,15,50,2,67,12,0,0,0,0,0,1,14,1,2,0,100,6,2,2,2,1,6,6,7,7,5,4,5,3,4,2
"15",85,0,85,60,85,30,1,62,14,0,0,0,0,0,2,10,1,1,70,15,3,1,1,2,1,7,2,5,5,6,1,7,4,6,1
"16",50,60,70,40,60,50,1,51,9,0,0,0,0,0,1,3,-1,-1,0,70,99,2,2,1,1,1,1,5,2,1,6,5,2,6,2
"17",85,0,85,85,70,15,1,46,14,0,0,0,0,0,1,27,1,1,85,15,2,1,1,2,1,2,5,7,6,6,7,5,2,7,5
"18",40,100,40,40,30,70,7,70,13,0,0,0,0,0,1,16,1,2,40,100,6,2,2,1,2,6,5,7,5,7,6,6,3,6,4
"19",85,0,85,70,70,15,1,30,14,0,0,0,0,0,2,26,1,1,85,0,3,1,1,2,1,5,3,5,2,7,6,7,2,6,4
"20",15,15,60,30,40,60,6,67,10,0,0,0,0,0,2,22,1,-1,30,40,6,2,2,1,2,6,1,7,4,7,2,7,2,7,3
"21",0,85,0,0,15,70,6,66,9,0,0,0,0,0,2,20,1,-1,0,70,5,2,2,1,1,4,3,6,4,4,5,7,1,6,5
"22",10,90,20,60,40,80,6,32,12,0,0,0,0,0,2,3,1,2,5,95,3,1,2,2,1,6,5,6,4,6,2,6,2,6,4
"23",60,0,70,50,50,15,5,56,10,0,0,0,0,0,2,-9,1,1,60,0,99,2,2,2,1,6,4,7,5,5,2,6,5,5,4
"24",30,60,40,15,40,60,5,65,14,0,0,0,0,0,2,15,1,2,15,60,6,2,2,2,1,5,2,6,3,5,6,6,2,6,4
"25",0,60,15,15,15,40,5,61,8,0,0,0,1,0,1,13,1,2,0,60,6,2,2,1,2,4,5,7,5,4,6,6,2,5,2
"26",0,70,0,0,50,50,5,34,7,0,1,0,0,0,1,9,-1,-1,0,85,99,2,2,1,3,6,4,7,4,7,5,6,2,6,6
"27",15,40,40,30,50,60,4,68,13,0,0,0,0,0,-9,-9,-1,-1,30,60,2,2,2,2,1,7,1,6,1,7,4,6,2,6,3
"28",40,70,50,30,50,50,4,25,9,0,0,0,0,0,2,17,1,-9,15,70,4,2,2,1,1,5,3,7,5,5,5,6,2,5,2
"29",85,0,100,100,85,15,3,73,14,0,0,0,0,0,1,17,1,1,85,0,1,3,1,2,1,6,4,6,4,6,6,7,2,6,2
"30",40,40,15,30,30,50,4,67,9,0,0,0,0,0,2,22,1,-1,30,60,6,2,3,3,3,5,2,6,5,4,3,6,1,4,3
"31",40,60,85,60,70,70,2,35,14,0,0,0,0,0,2,22,0,-1,40,60,2,2,1,2,1,7,2,6,2,6,1,7,2,6,1
"32",0,85,0,40,0,15,7,64,13,0,0,0,0,0,1,24,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"33",0,100,0,0,0,85,7,73,10,0,0,0,0,0,2,-9,1,2,0,100,6,2,1,2,1,6,1,6,4,2,7,6,1,6,6
"34",0,100,0,15,0,60,5,69,13,0,0,0,0,0,1,17,1,2,0,100,6,2,2,2,1,5,1,7,4,7,7,7,1,7,1
"35",40,40,40,40,40,50,6,41,13,0,0,0,0,0,2,11,0,-1,60,15,4,2,2,1,3,7,1,6,1,7,1,7,1,1,4
"36",70,15,85,85,60,40,2,67,16,0,0,0,0,0,1,6,1,1,60,15,2,2,2,2,1,3,5,3,3,5,5,5,4,5,4
"37",40,60,30,30,60,30,3,59,9,0,0,0,0,0,2,7,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"38",0,85,0,0,15,85,7,54,11,0,0,0,0,0,1,21,1,2,0,100,3,2,2,1,2,4,4,6,2,4,6,5,4,6,6
"39",100,85,85,100,60,85,3,48,4,0,1,0,0,0,1,5,0,-1,70,85,4,2,2,1,2,4,5,6,7,6,7,7,4,6,6
"40",60,0,100,70,85,30,2,26,10,1,0,0,0,0,2,21,1,1,60,30,3,1,2,2,1,6,5,7,6,7,4,7,4,4,3
"41",30,80,30,0,40,80,5,-9,8,0,0,0,0,0,-9,-9,1,-1,0,85,6,2,2,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
"42",0,60,50,50,15,70,7,25,11,0,0,0,0,0,2,9,1,2,15,60,5,2,1,1,1,4,2,6,1,5,4,5,2,6,3
"43",100,0,100,100,100,0,1,46,13,1,0,0,0,0,2,19,1,1,100,0,2,2,3,1,3,7,1,7,1,7,2,7,1,7,1
"44",0,100,0,0,0,100,7,59,11,0,0,0,0,0,1,14,1,2,0,100,7,2,2,1,2,7,2,7,1,7,2,5,1,7,2
"45",0,70,0,15,0,60,5,39,12,0,0,0,0,0,2,14,1,2,0,60,5,1,1,2,1,2,2,6,4,6,4,4,2,4,3
"46",85,0,70,85,60,30,2,52,13,0,0,0,0,0,2,26,1,1,85,0,2,1,1,2,1,6,5,6,4,4,2,6,1,6,2
"47",60,60,85,85,60,60,4,29,13,-8,-8,-8,-8,-8,2,13,-1,-1,30,15,4,2,2,1,1,5,4,7,6,6,6,7,2,5,4
"48",0,70,0,0,30,85,5,46,11,0,0,0,0,0,1,17,1,2,0,70,99,2,2,1,2,5,5,7,4,7,1,7,3,7,3
"49",60,40,85,100,70,40,1,45,95,0,1,0,0,0,1,24,0,-1,40,30,2,2,2,1,3,5,2,2,4,5,2,5,5,4,2
"50",70,40,70,70,85,60,2,64,8,1,0,0,0,0,1,1,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"51",50,0,40,85,85,15,3,43,11,0,0,0,0,0,2,1,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"52",70,30,85,85,85,40,1,61,14,0,0,0,0,0,2,22,1,1,75,35,3,2,2,1,1,5,1,6,3,5,3,5,2,6,3
"53",0,85,0,60,30,40,6,30,12,0,0,0,0,0,1,14,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"54",15,85,15,15,30,70,6,55,11,0,0,0,0,0,1,26,1,2,0,85,6,2,2,2,1,6,2,7,1,6,3,6,1,6,2
"55",85,15,100,70,70,15,1,35,16,0,0,0,0,0,2,27,1,1,85,0,2,1,1,2,1,6,2,6,2,5,5,6,1,6,2
"56",70,30,70,50,70,60,3,24,12,0,0,0,0,0,2,14,0,-1,60,40,2,1,2,2,1,3,3,6,3,7,5,5,3,6,2
"57",-99,-99,-99,-99,-99,-99,5,85,2,0,0,0,0,0,2,6,1,1,85,60,5,2,2,2,2,7,7,7,7,7,7,7,7,7,7
"58",85,0,100,85,85,15,1,61,13,0,0,0,0,1,1,1,1,1,85,0,4,2,2,1,2,6,6,7,4,6,6,6,4,6,4
"59",85,0,85,70,70,15,1,52,13,0,0,0,0,0,2,19,1,1,70,15,2,3,3,3,3,4,1,7,1,7,6,7,1,7,1
"60",40,70,60,0,30,70,5,56,9,0,0,0,0,0,1,14,-1,-1,40,60,4,2,1,2,1,4,4,5,4,3,5,6,4,4,2
"61",70,0,100,70,85,30,1,68,10,1,0,0,0,0,1,-9,1,1,70,40,4,1,2,2,1,6,4,4,4,4,6,6,4,6,4
"62",85,0,100,85,85,40,1,76,10,1,0,0,0,0,2,7,1,1,100,50,99,2,2,1,2,2,1,6,2,2,6,6,2,6,2
"63",50,50,70,60,50,50,5,31,13,0,0,0,0,0,1,17,1,2,50,60,99,2,2,1,2,5,4,7,1,7,4,6,4,7,4
"64",30,40,50,40,30,50,6,19,13,0,0,0,0,0,2,27,1,2,15,30,4,1,3,2,1,5,1,7,4,5,3,7,1,5,4
"65",70,0,0,50,40,40,1,47,9,0,0,0,0,0,2,3,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"66",85,0,100,70,70,40,3,68,11,0,0,0,0,0,2,5,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"67",85,0,100,70,85,30,1,57,14,0,0,0,0,0,1,27,1,-1,85,15,2,3,3,3,3,5,1,7,5,6,5,7,2,4,4
"68",0,60,50,30,40,40,5,27,9,0,0,0,0,0,2,11,0,-1,15,50,3,3,2,1,3,6,4,7,2,5,2,5,1,6,5
"69",60,40,85,40,60,40,5,32,9,0,0,0,0,0,2,3,0,-1,40,60,99,1,1,1,2,5,4,7,6,6,5,7,1,3,4
"70",60,15,85,70,70,30,1,45,12,0,0,0,0,0,1,13,0,-1,70,10,2,1,1,1,1,5,5,6,3,6,4,6,5,6,4
"71",85,0,100,100,60,50,2,50,7,0,0,0,0,0,2,8,1,1,85,0,99,2,2,1,2,6,4,7,4,6,7,6,4,6,4
"72",85,15,100,100,85,15,1,68,14,1,0,0,0,0,2,18,1,1,70,30,99,2,2,1,2,4,1,7,4,3,6,6,1,6,1
"73",85,0,70,70,70,15,1,60,10,0,1,0,0,0,1,20,1,1,85,0,99,2,1,2,1,6,3,6,2,6,7,6,5,5,2
"74",60,15,85,60,70,40,3,36,13,0,0,0,0,1,2,3,1,1,70,0,2,2,2,2,1,5,2,7,2,7,2,7,5,6,3
"75",60,0,85,60,85,30,2,27,7,0,0,0,0,0,2,4,1,1,85,0,99,2,2,2,1,4,3,6,3,1,7,7,5,6,3
"76",70,0,30,70,50,85,6,-8,9,0,0,1,0,0,1,12,0,-1,85,30,4,2,2,1,2,6,3,6,2,6,5,5,2,4,2
"77",0,8,15,0,30,60,5,46,10,0,0,0,0,0,2,23,1,2,15,85,6,2,2,1,2,7,1,6,6,6,2,7,4,2,2
"78",75,20,70,51,30,15,3,35,10,0,0,0,0,0,1,15,1,1,50,40,3,2,1,2,1,3,5,5,2,7,4,5,3,5,1
"79",40,40,30,40,50,50,5,44,9,0,0,0,0,0,2,9,-1,-1,30,60,99,2,2,2,1,4,3,6,4,5,3,6,1,5,2
"80",85,0,95,95,100,0,2,78,9,1,0,0,0,0,2,4,1,1,100,0,4,2,2,1,2,7,6,7,7,6,6,7,7,4,6
"81",15,70,15,15,30,60,5,83,13,0,0,0,0,0,1,15,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"82",70,70,75,70,75,75,-9,65,12,0,0,0,0,0,2,1,1,1,100,15,6,3,2,1,2,6,3,7,1,7,6,7,1,7,4
"83",60,0,70,85,70,50,1,55,9,0,0,0,0,0,1,11,1,1,50,0,99,2,2,1,2,4,5,5,3,6,2,5,2,2,4
"84",60,15,60,100,85,0,1,69,13,0,0,0,0,0,2,12,1,1,85,0,6,2,2,1,2,7,7,7,7,7,6,7,1,7,2
"85",50,0,60,60,40,30,3,55,13,1,0,0,0,0,1,26,1,1,50,15,4,1,1,2,1,6,5,6,2,5,2,7,2,5,1
"86",50,10,75,50,75,10,3,31,13,0,0,0,0,0,1,3,0,-1,60,15,3,2,1,2,1,6,3,5,2,6,3,6,5,7,3
"87",40,0,60,60,60,30,3,68,14,0,0,0,0,0,1,12,1,1,30,0,2,2,1,1,1,5,3,6,2,7,3,5,5,6,4
"88",0,60,0,0,15,15,5,42,16,0,0,0,0,0,1,25,1,2,15,60,99,2,2,2,1,3,5,5,3,5,5,5,3,5,3
"89",15,85,15,15,50,100,7,82,9,0,0,0,0,0,2,15,1,2,0,100,5,2,2,1,2,5,1,6,4,5,4,3,4,6,5
"90",15,60,15,15,0,40,7,53,10,0,0,0,0,0,2,24,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"91",15,85,15,15,30,60,7,65,13,0,0,0,0,0,1,16,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"92",85,0,85,70,85,0,2,42,12,1,0,0,0,0,2,1,0,-1,85,0,2,1,2,1,2,4,2,6,6,6,6,6,1,7,1
"93",70,50,50,60,70,60,2,48,9,0,0,0,0,0,1,-9,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"94",90,0,100,100,95,10,1,30,10,0,0,0,0,0,1,24,1,1,100,30,2,2,1,2,1,7,3,7,2,6,3,6,3,6,4
"95",0,40,40,50,40,40,5,23,13,0,1,0,0,0,2,15,1,2,30,50,5,2,2,1,1,6,4,5,3,4,2,6,3,5,2
"96",60,30,60,70,50,60,6,51,9,0,0,0,0,0,1,22,1,1,60,50,5,2,2,2,1,5,4,7,4,5,6,4,1,5,3
"97",0,100,0,0,0,100,7,31,9,0,0,0,0,0,2,24,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"98",70,40,70,50,70,50,1,68,4,0,0,0,0,0,1,6,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"99",50,50,50,50,40,40,4,66,14,0,0,0,0,0,2,14,-1,-1,50,70,4,2,2,3,3,4,5,7,4,4,5,6,1,6,4
"100",15,70,40,40,30,70,6,29,12,0,0,0,0,0,2,24,1,2,30,70,6,2,2,1,2,3,2,6,3,3,6,6,2,6,2
"101",85,0,85,60,85,15,1,36,13,0,0,0,0,0,2,26,1,1,100,15,2,1,2,2,2,6,2,6,5,5,6,6,2,6,2
"102",85,0,85,85,85,0,1,47,13,0,0,0,0,0,2,24,1,1,85,0,4,1,2,2,1,6,2,6,1,6,2,3,2,7,2
"103",60,70,60,40,50,50,4,61,9,0,0,0,0,0,1,22,1,1,60,40,4,2,2,2,2,5,2,6,6,5,6,5,3,6,3
"104",90,0,100,90,85,30,1,26,13,0,0,0,0,0,2,12,1,1,95,0,2,2,1,2,1,6,2,6,1,7,1,7,1,6,1
"105",-88,70,50,30,15,50,7,88,8,0,0,0,0,0,1,-9,0,-1,0,998,2,-8,-8,-8,-8,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"106",40,70,85,60,70,50,1,83,3,0,1,0,0,0,2,1,1,2,0,30,99,2,2,1,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"107",30,30,60,70,40,30,3,51,13,0,0,0,0,0,1,27,1,3,30,15,3,1,1,2,1,3,2,6,2,6,6,6,2,6,5
"108",70,0,85,70,70,70,6,36,9,0,0,0,0,0,1,17,1,1,85,0,4,2,1,2,2,2,2,6,3,3,6,6,2,6,2
"109",70,60,85,70,100,0,3,68,11,0,0,0,0,0,2,7,1,1,40,60,4,2,1,2,1,6,5,6,5,7,5,6,6,5,3
"110",60,40,60,50,70,70,3,23,9,0,0,0,0,0,1,5,-1,-1,40,40,5,2,2,1,2,4,4,4,4,4,4,4,4,4,4
"111",0,50,0,0,40,60,5,34,10,0,0,0,0,0,2,15,-1,-1,0,40,99,2,2,1,1,4,4,4,7,4,6,6,5,7,4
"112",15,70,15,15,15,85,5,58,10,0,0,0,0,0,2,25,1,2,40,70,4,2,2,2,1,6,1,7,5,6,1,6,1,6,2
"113",30,30,40,50,40,60,5,69,13,1,0,0,0,0,1,14,1,2,15,50,5,2,1,2,2,6,2,6,2,6,3,6,2,6,4
"114",50,50,60,50,50,50,3,19,10,0,0,0,1,0,1,24,0,-1,50,50,99,2,2,1,1,4,4,6,4,5,7,5,4,5,2
"115",70,15,85,85,70,40,2,30,9,0,0,0,0,0,1,12,1,1,60,15,99,3,3,3,3,5,4,5,3,6,3,5,1,5,1
"116",0,70,0,0,0,60,4,75,9,0,0,0,0,0,2,11,1,2,0,70,5,2,2,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
"117",0,70,30,30,30,60,5,50,9,0,0,0,0,0,1,22,1,2,30,100,5,1,2,2,2,4,4,7,1,3,6,5,2,7,6
"118",60,15,85,50,85,50,1,54,13,0,0,0,0,0,1,17,1,1,85,15,99,2,2,2,2,6,6,7,4,7,5,7,4,7,4
"119",30,30,70,60,100,0,1,38,9,0,0,0,0,0,2,13,-1,-1,50,70,99,2,2,1,1,7,4,7,6,7,5,7,1,7,1
"120",40,60,40,30,40,60,6,27,10,0,0,0,0,0,2,14,1,2,0,60,99,2,2,1,1,5,6,6,7,5,7,7,5,5,3
"121",0,85,15,15,50,50,5,69,11,0,0,0,0,0,2,1,1,2,0,85,3,2,2,1,1,6,4,6,2,5,5,6,2,7,4
"122",45,65,10,55,2,85,7,43,11,0,0,0,0,0,2,22,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"123",15,40,15,40,15,40,5,33,9,0,0,0,1,0,2,17,1,3,15,60,4,2,2,2,1,6,3,6,2,6,5,6,3,5,5
"124",30,30,50,15,50,50,5,87,11,0,0,0,0,0,2,-9,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"125",0,70,0,0,0,70,6,26,9,0,0,0,0,0,1,13,-1,-1,0,85,6,2,2,1,2,6,5,7,2,6,5,6,1,5,2
"126",70,40,85,70,60,60,6,34,12,0,1,0,0,0,2,11,1,5,60,40,3,2,1,1,1,6,2,6,2,6,3,7,2,6,3
"127",85,0,85,50,60,30,3,33,13,0,0,0,0,0,2,24,1,1,70,0,3,1,1,2,1,6,2,7,2,7,1,7,1,6,1
"128",15,60,15,0,40,60,6,57,10,0,0,0,0,0,1,1,1,2,15,40,5,2,1,1,1,4,1,4,1,4,5,5,1,6,3
"129",0,0,40,0,50,60,5,27,11,0,0,0,0,0,1,23,1,3,0,60,4,2,3,2,1,4,4,7,2,5,1,5,2,5,4
"130",0,100,0,15,30,70,5,38,9,0,0,0,0,1,2,20,1,2,0,85,5,1,1,1,1,7,6,7,3,6,5,5,1,7,4
"131",85,0,0,-88,100,-88,1,81,9,0,0,0,0,0,1,1,1,1,100,0,4,2,2,2,1,4,5,6,6,6,5,6,3,6,4
"132",30,0,40,50,40,15,3,51,95,0,0,0,0,0,2,1,0,-1,40,0,3,2,3,3,1,6,2,7,5,4,5,7,5,5,4
"133",85,40,85,85,70,70,3,75,9,0,0,0,0,0,2,11,1,1,60,15,99,2,2,1,3,5,5,6,6,4,7,6,4,5,6
"134",0,100,0,0,0,100,7,74,11,0,0,0,0,0,2,13,1,2,0,100,6,2,2,1,2,7,1,7,1,7,6,7,6,6,7
"135",30,30,60,15,60,40,3,43,13,0,0,0,0,0,1,25,1,1,15,15,2,1,1,2,2,4,3,6,6,7,5,5,6,2,3
"136",50,15,85,70,60,50,1,58,13,0,0,0,0,0,1,25,1,1,60,30,4,2,2,1,1,5,5,6,5,5,5,7,1,6,2
"137",40,0,85,70,65,35,3,36,13,0,0,0,0,0,2,3,1,3,75,0,1,1,1,2,1,6,3,5,7,7,3,6,6,3,1
"138",30,30,60,15,40,60,6,23,13,0,0,0,0,0,2,7,0,-1,40,60,99,2,1,1,1,6,5,6,5,6,5,7,1,7,1
"139",0,70,15,30,40,85,7,88,10,0,0,0,0,0,2,3,0,-1,0,85,6,2,2,1,1,5,1,7,2,1,2,7,2,7,3
"140",0,60,0,0,30,70,5,57,9,0,0,0,0,0,2,18,1,2,0,85,6,2,2,2,1,5,2,7,2,5,5,6,2,7,3
"141",70,0,100,60,85,0,1,59,14,0,0,0,0,0,2,16,1,1,70,0,2,2,1,2,1,6,2,6,3,7,6,7,2,7,2
"142",0,60,0,50,50,60,7,86,14,0,0,0,0,0,2,5,1,-1,0,70,6,2,2,1,1,6,2,7,6,7,7,7,2,6,5
"143",85,0,85,100,90,20,1,57,9,0,0,0,0,0,1,-9,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"144",15,60,30,30,50,50,4,84,10,0,0,0,0,0,2,5,1,2,0,85,99,2,1,1,1,4,2,6,4,4,6,6,1,4,4
"145",85,15,85,100,70,30,2,60,7,0,0,0,0,0,1,5,-1,-1,100,0,2,2,2,1,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
"146",70,0,85,70,60,15,1,45,13,0,0,0,0,0,1,15,1,1,60,0,2,1,1,2,1,5,5,6,5,7,5,7,6,5,1
"147",30,70,50,40,50,60,7,30,9,0,0,0,0,0,1,11,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"148",0,60,50,30,15,40,4,78,9,0,0,0,0,0,1,1,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"149",70,0,85,60,85,30,1,72,13,1,0,0,0,0,2,14,1,1,85,0,5,1,2,1,1,5,-9,7,5,5,6,6,1,7,7
"150",60,30,70,60,85,0,3,36,13,0,0,0,0,0,1,21,1,1,60,30,3,1,1,2,-8,3,3,7,3,5,6,5,1,7,2
"151",85,0,85,85,100,50,1,86,4,0,0,0,0,0,1,2,1,1,100,70,99,2,2,2,2,6,6,7,2,2,1,7,1,7,4
"152",85,0,100,85,85,15,1,55,13,0,0,0,0,0,-9,26,1,1,85,0,2,2,2,1,2,7,6,6,4,6,2,6,1,6,2
"153",30,15,40,30,40,60,5,50,10,0,0,0,0,0,2,22,1,3,40,40,99,2,2,2,1,4,4,4,4,4,4,4,4,4,4
"154",70,30,100,85,70,15,2,68,9,1,0,0,0,0,1,12,1,1,85,50,2,2,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
"155",70,15,85,85,70,15,1,69,13,0,0,0,0,0,1,12,1,1,60,15,2,1,1,2,1,4,4,4,3,5,5,4,4,4,3
"156",0,100,0,60,30,40,5,62,10,0,0,0,0,0,2,20,1,2,0,100,4,3,3,3,3,4,1,7,5,4,5,7,1,6,4
"157",40,70,70,40,60,60,5,42,11,0,0,0,0,0,1,10,-1,-1,30,70,4,2,2,1,2,5,3,5,5,6,6,5,5,5,3
"158",40,60,100,85,70,15,2,42,10,0,0,0,1,0,2,15,1,2,70,70,4,2,2,2,1,7,2,6,1,7,1,7,2,7,2
"159",15,70,40,50,40,40,5,25,11,0,0,0,0,0,1,-9,1,3,30,70,5,2,1,2,2,5,5,7,3,6,5,6,4,6,2
"160",0,60,15,0,0,15,5,55,11,0,0,0,0,1,1,19,1,2,0,85,6,3,3,3,3,6,5,6,2,6,4,6,4,4,2
"161",85,15,100,60,70,50,1,76,14,0,0,0,0,0,2,20,1,1,100,30,2,2,1,2,1,5,1,6,2,6,6,6,1,7,3
"162",70,0,85,40,90,0,1,31,13,0,0,0,0,0,2,8,1,1,85,0,1,1,2,2,1,3,5,7,1,6,1,6,1,7,1
"163",0,100,0,0,0,70,2,52,8,0,0,0,0,0,1,7,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"164",60,0,85,50,40,40,3,35,13,0,0,0,0,0,1,19,1,1,40,30,2,2,1,2,1,6,2,5,3,7,4,7,3,6,2
"165",85,50,85,85,70,50,1,25,9,1,0,0,0,0,1,17,1,1,100,0,99,2,2,1,2,6,4,7,6,6,6,5,5,5,4
"166",0,0,30,15,40,60,7,34,9,0,1,0,0,0,2,22,1,3,0,15,5,2,1,2,1,6,1,5,2,7,1,6,3,3,1
"167",50,70,50,15,50,50,4,38,10,0,0,0,0,0,2,7,1,2,50,60,4,2,2,1,1,3,3,5,3,4,6,5,4,3,2
"168",0,70,0,0,30,50,5,73,13,0,0,0,0,0,-9,-9,1,2,15,85,6,3,3,3,3,4,1,6,1,4,6,7,1,7,4
"169",60,15,70,60,60,40,2,52,14,0,0,0,0,0,2,21,1,1,60,30,5,2,1,2,1,5,3,6,6,6,3,7,2,5,2
"170",0,85,0,0,0,85,7,66,10,0,0,0,0,0,2,23,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"171",70,0,50,60,70,0,2,65,10,0,0,0,0,0,2,9,1,1,85,0,4,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"172",0,70,0,30,15,60,7,45,13,0,0,0,0,0,2,25,1,2,0,70,6,2,1,2,1,4,2,5,5,5,4,5,3,4,2
"173",15,70,0,15,0,70,7,59,12,0,0,0,0,0,1,12,1,2,40,85,99,2,2,1,2,6,6,7,6,6,7,7,6,6,4
"174",0,0,15,15,50,50,5,25,10,0,0,0,0,1,1,3,-1,-1,0,0,4,2,2,1,2,4,4,6,6,6,6,6,4,6,4
"175",70,0,85,70,70,15,1,37,14,0,0,0,0,0,2,28,1,1,70,0,2,2,1,2,1,6,3,6,3,7,2,6,2,5,1
"176",85,0,100,85,85,0,1,66,9,0,0,0,0,0,2,14,1,1,50,60,99,2,2,1,1,4,6,4,6,5,5,6,5,6,6
"177",15,85,0,15,50,70,7,74,13,0,0,0,0,0,1,13,1,2,0,85,7,2,2,1,1,7,1,6,2,6,4,6,2,6,4
"178",40,1,70,85,85,50,4,28,13,0,0,0,0,1,1,17,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"179",100,50,100,70,100,70,1,57,9,1,0,0,0,0,2,2,1,1,100,0,7,2,2,1,2,6,6,6,6,7,6,6,4,7,6
"180",40,70,20,50,70,70,4,27,9,0,0,0,0,0,1,21,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"181",60,50,70,60,60,50,2,24,12,0,0,0,0,0,1,16,1,2,50,60,3,2,2,2,2,6,6,6,5,6,4,6,3,6,4
